Win,Loss,Team,Data,,
69,45,PIT,"[9, 12, 1893]",,
70,45,PIT,"[9, 13, 1893]",,
42,66,LOU,"[9, 13, 1893]",,
37,77,WHS,"[9, 13, 1893]",,
43,67,LOU,"[9, 14, 1893]",,
38,78,WHS,"[9, 14, 1893]",,
55,60,CIN,"[9, 15, 1893]",,
38,79,WHS,"[9, 15, 1893]",,
82,35,BSN,"[9, 16, 1893]",,
50,68,CHC,"[9, 16, 1893]",STL,"[9, 16, 1893]"
38,80,WHS,"[9, 16, 1893]",,
51,69,STL,"[9, 17, 1893]",,
39,81,WHS,"[9, 17, 1893]",,
56,62,CIN,"[9, 18, 1893]",,
39,82,WHS,"[9, 18, 1893]",,
62,58,BRO,"[9, 19, 1893]",,
57,62,CIN,"[9, 19, 1893]",,
52,69,CHC,"[9, 19, 1893]",,
63,58,BRO,"[9, 20, 1893]",,
70,51,PHI,"[9, 21, 1893]",,
63,59,BRO,"[9, 21, 1893]",,
83,40,BSN,"[9, 23, 1893]",,
60,62,CIN,"[9, 23, 1893]",,
65,60,BRO,"[9, 24, 1893]",,
60,63,CIN,"[9, 24, 1893]",,
84,40,BSN,"[9, 25, 1893]",,
65,61,BRO,"[9, 25, 1893]",,
61,63,CIN,"[9, 25, 1893]",,
55,71,CHC,"[9, 26, 1893]",,
56,71,CHC,"[9, 27, 1893]",,
40,87,WHS,"[9, 27, 1893]",,
79,48,PIT,"[9, 28, 1893]",,
64,63,CIN,"[9, 28, 1893]",,
40,88,WHS,"[9, 28, 1893]",,
80,48,PIT,"[9, 29, 1893]",,
40,89,WHS,"[9, 29, 1893]",,
81,48,PIT,"[9, 30, 1893]",,
57,75,STL,"[9, 30, 1893]",,
15,28,CIN,"[6, 18, 1894]",,
18,30,CIN,"[6, 23, 1894]",,
23,29,STL,"[6, 24, 1894]",,
16,36,WHS,"[6, 25, 1894]",,
16,40,WHS,"[6, 29, 1894]",,
17,41,WHS,"[7, 1, 1894]",,
18,42,WHS,"[7, 4, 1894]",,
18,43,WHS,"[7, 5, 1894]",,
18,44,WHS,"[7, 7, 1894]",,
19,44,WHS,"[7, 8, 1894]",,
28,38,STL,"[7, 10, 1894]",,
20,45,LOU,"[7, 12, 1894]",,
41,37,PIT,"[7, 26, 1894]",,
24,53,LOU,"[7, 27, 1894]",,
27,57,LOU,"[8, 2, 1894]",,
37,51,STL,"[8, 3, 1894]",,
28,58,LOU,"[8, 4, 1894]",,
43,39,PHI,"[8, 7, 1894]",,
55,32,BLN,"[8, 9, 1894]",,
31,59,LOU,"[8, 9, 1894]",,
56,32,BLN,"[8, 10, 1894]",,
49,42,PIT,"[8, 10, 1894]",,
31,60,LOU,"[8, 10, 1894]",,
57,33,BLN,"[8, 13, 1894]",,
32,61,LOU,"[8, 14, 1894]",,
32,63,LOU,"[8, 16, 1894]",,
29,67,WHS,"[8, 16, 1894]",,
62,34,BSN,"[8, 18, 1894]",,
30,68,WHS,"[8, 18, 1894]",,
45,52,CHC,"[8, 20, 1894]",,
31,68,WHS,"[8, 20, 1894]",,
32,68,WHS,"[8, 21, 1894]",,
33,68,WHS,"[8, 23, 1894]",,
63,36,BLN,"[8, 24, 1894]",,
33,69,WHS,"[8, 24, 1894]",,
32,69,LOU,"[8, 24, 1894]",,
44,57,CIN,"[8, 25, 1894]",,
32,70,LOU,"[8, 25, 1894]",,
45,57,CIN,"[8, 27, 1894]",,
32,71,LOU,"[8, 28, 1894]",,
45,59,CIN,"[8, 29, 1894]",,
32,72,LOU,"[8, 29, 1894]",,
45,60,CIN,"[8, 30, 1894]",,
32,73,LOU,"[8, 30, 1894]",,
70,36,BLN,"[9, 1, 1894]",,
53,55,PIT,"[9, 1, 1894]",,
32,75,LOU,"[9, 1, 1894]",,
72,36,BLN,"[9, 3, 1894]",,
71,39,BSN,"[9, 3, 1894]",NYG,"[9, 3, 1894]"
32,77,LOU,"[9, 3, 1894]",,
73,36,BLN,"[9, 4, 1894]",,
60,50,BRO,"[9, 4, 1894]",,
32,78,LOU,"[9, 4, 1894]",,
32,79,LOU,"[9, 5, 1894]",,
33,79,LOU,"[9, 6, 1894]",,
76,36,BLN,"[9, 8, 1894]",,
74,40,BSN,"[9, 8, 1894]",,
62,51,BRO,"[9, 8, 1894]",,
55,58,PIT,"[9, 8, 1894]",,
49,64,CHC,"[9, 8, 1894]",,
46,69,STL,"[9, 8, 1894]",,
33,80,LOU,"[9, 8, 1894]",,
49,65,CHC,"[9, 9, 1894]",,
33,81,LOU,"[9, 9, 1894]",,
78,36,BLN,"[9, 10, 1894]",,
58,54,CLV,"[9, 10, 1894]",,
33,82,LOU,"[9, 10, 1894]",,
75,41,BSN,"[9, 11, 1894]",,
57,58,PIT,"[9, 11, 1894]",,
79,36,BLN,"[9, 12, 1894]",,
58,58,PIT,"[9, 12, 1894]",,
33,83,LOU,"[9, 12, 1894]",,
58,59,PIT,"[9, 13, 1894]",,
77,41,NYG,"[9, 14, 1894]",,
78,41,NYG,"[9, 15, 1894]",,
59,59,PIT,"[9, 15, 1894]",,
80,37,BLN,"[9, 16, 1894]",,
65,54,BRO,"[9, 16, 1894]",,
65,55,BRO,"[9, 17, 1894]",,
59,61,PIT,"[9, 17, 1894]",,
34,85,LOU,"[9, 17, 1894]",,
50,69,CIN,"[9, 18, 1894]",,
34,86,LOU,"[9, 18, 1894]",,
43,81,WHS,"[9, 20, 1894]",,
34,87,LOU,"[9, 20, 1894]",,
51,73,STL,"[9, 21, 1894]",,
34,88,LOU,"[9, 21, 1894]",,
85,37,BLN,"[9, 22, 1894]",,
83,43,NYG,"[9, 22, 1894]",,
80,46,BSN,"[9, 22, 1894]",,
51,74,STL,"[9, 22, 1894]",,
86,37,BLN,"[9, 23, 1894]",,
45,83,WHS,"[9, 23, 1894]",,
81,46,BSN,"[9, 24, 1894]",,
62,63,PIT,"[9, 24, 1894]",,
56,74,CHC,"[9, 24, 1894]",,
51,76,STL,"[9, 24, 1894]",,
45,84,WHS,"[9, 24, 1894]",,
35,90,LOU,"[9, 24, 1894]",,
52,76,STL,"[9, 25, 1894]",,
35,91,LOU,"[9, 25, 1894]",,
35,92,LOU,"[9, 26, 1894]",,
82,48,BSN,"[9, 27, 1894]",,
64,64,PIT,"[9, 27, 1894]",,
82,49,BSN,"[9, 28, 1894]",,
83,49,BSN,"[9, 29, 1894]",,
69,60,BRO,"[9, 29, 1894]",,
65,65,PIT,"[9, 29, 1894]",,
57,74,CHC,"[9, 29, 1894]",,
45,85,WHS,"[9, 29, 1894]",,
35,93,LOU,"[9, 29, 1894]",,
36,94,LOU,"[9, 30, 1894]",,
5,24,LOU,"[5, 31, 1895]",,
15,26,STL,"[6, 10, 1895]",,
7,34,LOU,"[6, 14, 1895]",,
7,35,LOU,"[6, 15, 1895]",,
7,36,LOU,"[6, 17, 1895]",,
7,37,LOU,"[6, 18, 1895]",,
7,38,LOU,"[6, 19, 1895]",,
7,39,LOU,"[6, 20, 1895]",,
7,40,LOU,"[6, 22, 1895]",,
7,41,LOU,"[6, 24, 1895]",,
7,42,LOU,"[6, 25, 1895]",,
7,43,LOU,"[6, 27, 1895]",,
17,40,STL,"[6, 30, 1895]",,
8,45,LOU,"[7, 1, 1895]",,
18,41,STL,"[7, 2, 1895]",,
8,47,LOU,"[7, 3, 1895]",,
9,48,LOU,"[7, 4, 1895]",,
9,49,LOU,"[7, 5, 1895]",,
32,30,BRO,"[7, 11, 1895]",,
12,49,LOU,"[7, 12, 1895]",,
12,52,LOU,"[7, 15, 1895]",,
12,53,LOU,"[7, 16, 1895]",,
12,54,LOU,"[7, 18, 1895]",,
14,56,LOU,"[7, 21, 1895]",,
26,49,STL,"[7, 22, 1895]",,
14,58,LOU,"[7, 25, 1895]",,
14,59,LOU,"[7, 27, 1895]",,
18,59,LOU,"[7, 31, 1895]",,
19,59,LOU,"[8, 2, 1895]",,
27,58,STL,"[8, 3, 1895]",,
28,59,STL,"[8, 5, 1895]",,
28,60,STL,"[8, 6, 1895]",,
22,63,LOU,"[8, 9, 1895]",,
22,64,LOU,"[8, 10, 1895]",,
58,36,CLV,"[8, 12, 1895]",,
22,66,LOU,"[8, 12, 1895]",,
47,46,NYG,"[8, 16, 1895]",,
29,66,STL,"[8, 16, 1895]",,
22,67,LOU,"[8, 16, 1895]",,
57,38,PIT,"[8, 17, 1895]",,
30,66,STL,"[8, 17, 1895]",,
22,68,LOU,"[8, 17, 1895]",,
22,69,LOU,"[8, 18, 1895]",,
47,48,NYG,"[8, 19, 1895]",,
23,71,LOU,"[8, 21, 1895]",,
31,69,STL,"[8, 22, 1895]",,
23,72,LOU,"[8, 22, 1895]",,
50,49,NYG,"[8, 23, 1895]",,
31,70,STL,"[8, 23, 1895]",,
23,74,LOU,"[8, 23, 1895]",,
31,71,STL,"[8, 24, 1895]",,
23,75,LOU,"[8, 24, 1895]",,
31,72,STL,"[8, 26, 1895]",,
23,76,LOU,"[8, 26, 1895]",,
31,73,STL,"[8, 27, 1895]",,
24,76,LOU,"[8, 27, 1895]",,
24,77,LOU,"[8, 28, 1895]",,
54,50,NYG,"[8, 29, 1895]",,
24,78,LOU,"[8, 29, 1895]",,
33,73,STL,"[8, 30, 1895]",,
25,78,LOU,"[8, 30, 1895]",,
59,49,PIT,"[8, 31, 1895]",,
26,79,LOU,"[8, 31, 1895]",,
34,74,STL,"[9, 2, 1895]",,
27,80,LOU,"[9, 2, 1895]",,
34,75,STL,"[9, 3, 1895]",,
60,52,PIT,"[9, 4, 1895]",,
57,51,CIN,"[9, 4, 1895]",,
57,54,CHC,"[9, 4, 1895]",,
33,70,WHS,"[9, 4, 1895]",,
34,76,STL,"[9, 4, 1895]",,
29,81,LOU,"[9, 4, 1895]",,
73,42,CLV,"[9, 5, 1895]",,
34,71,WHS,"[9, 5, 1895]",,
34,77,STL,"[9, 5, 1895]",,
29,82,LOU,"[9, 5, 1895]",,
73,43,CLV,"[9, 6, 1895]",,
34,78,STL,"[9, 6, 1895]",,
74,43,CLV,"[9, 7, 1895]",,
34,73,WHS,"[9, 7, 1895]",,
35,78,STL,"[9, 7, 1895]",,
29,84,LOU,"[9, 7, 1895]",,
74,44,CLV,"[9, 9, 1895]",,
35,79,STL,"[9, 9, 1895]",,
30,85,LOU,"[9, 9, 1895]",,
61,54,NYG,"[9, 10, 1895]",,
30,86,LOU,"[9, 10, 1895]",,
69,47,PHI,"[9, 11, 1895]",,
35,74,WHS,"[9, 11, 1895]",,
70,47,PHI,"[9, 12, 1895]",,
35,75,WHS,"[9, 12, 1895]",,
59,56,CIN,"[9, 13, 1895]",,
30,87,LOU,"[9, 13, 1895]",,
77,39,BLN,"[9, 14, 1895]",,
63,56,NYG,"[9, 14, 1895]",,
30,88,LOU,"[9, 14, 1895]",,
36,82,STL,"[9, 15, 1895]",,
30,90,LOU,"[9, 15, 1895]",,
78,39,BLN,"[9, 16, 1895]",,
36,83,STL,"[9, 17, 1895]",,
31,90,LOU,"[9, 17, 1895]",,
80,45,CLV,"[9, 18, 1895]",,
39,79,WHS,"[9, 18, 1895]",,
37,84,STL,"[9, 18, 1895]",,
32,91,LOU,"[9, 18, 1895]",,
81,45,CLV,"[9, 19, 1895]",,
39,80,WHS,"[9, 19, 1895]",,
82,45,CLV,"[9, 20, 1895]",,
60,60,CIN,"[9, 20, 1895]",,
37,85,STL,"[9, 20, 1895]",,
33,91,LOU,"[9, 20, 1895]",,
83,45,CLV,"[9, 21, 1895]",,
61,60,CIN,"[9, 21, 1895]",,
37,86,STL,"[9, 21, 1895]",,
33,92,LOU,"[9, 21, 1895]",,
61,61,CIN,"[9, 22, 1895]",,
37,87,STL,"[9, 22, 1895]",,
34,92,LOU,"[9, 22, 1895]",,
62,61,CIN,"[9, 23, 1895]",,
37,88,STL,"[9, 23, 1895]",,
34,93,LOU,"[9, 23, 1895]",,
34,94,LOU,"[9, 24, 1895]",,
69,59,BRO,"[9, 25, 1895]",,
34,95,LOU,"[9, 25, 1895]",,
84,45,CLV,"[9, 28, 1895]",,
34,96,LOU,"[9, 28, 1895]",,
84,46,CLV,"[9, 29, 1895]",,
35,96,LOU,"[9, 29, 1895]",,
71,60,BRO,"[9, 30, 1895]",BSN,"[9, 30, 1895]"
2,17,LOU,"[5, 9, 1896]",,
2,18,LOU,"[5, 10, 1896]",,
2,19,LOU,"[5, 12, 1896]",,
10,38,LOU,"[6, 20, 1896]",,
10,39,LOU,"[6, 21, 1896]",,
11,41,LOU,"[6, 25, 1896]",,
11,42,LOU,"[6, 28, 1896]",,
11,43,LOU,"[6, 29, 1896]",,
11,44,LOU,"[6, 30, 1896]",,
12,47,LOU,"[7, 6, 1896]",,
15,51,STL,"[7, 7, 1896]",,
12,48,LOU,"[7, 7, 1896]",,
15,52,STL,"[7, 8, 1896]",,
16,52,STL,"[7, 9, 1896]",,
19,55,LOU,"[7, 22, 1896]",,
53,30,CLV,"[7, 28, 1896]",,
26,57,STL,"[7, 28, 1896]",,
61,27,CIN,"[7, 29, 1896]",,
38,46,BRO,"[7, 31, 1896]",,
39,46,BRO,"[8, 1, 1896]",PHI,"[8, 1, 1896]"
22,61,LOU,"[8, 2, 1896]",,
22,62,LOU,"[8, 3, 1896]",,
60,27,BLN,"[8, 7, 1896]",,
58,34,CLV,"[8, 12, 1896]",,
40,54,NYG,"[8, 12, 1896]",,
29,64,STL,"[8, 12, 1896]",,
24,67,LOU,"[8, 14, 1896]",,
29,65,STL,"[8, 15, 1896]",,
24,68,LOU,"[8, 15, 1896]",,
24,70,LOU,"[8, 19, 1896]",,
25,71,LOU,"[8, 20, 1896]",,
25,72,LOU,"[8, 21, 1896]",,
25,73,LOU,"[8, 24, 1896]",,
69,35,CIN,"[8, 25, 1896]",,
57,46,PIT,"[8, 25, 1896]",,
26,74,LOU,"[8, 25, 1896]",,
71,33,BLN,"[8, 26, 1896]",,
33,71,STL,"[8, 26, 1896]",,
26,76,LOU,"[8, 26, 1896]",,
72,33,BLN,"[8, 27, 1896]",,
64,40,CLV,"[8, 27, 1896]",,
27,77,LOU,"[8, 27, 1896]",,
73,33,BLN,"[8, 28, 1896]",,
27,78,LOU,"[8, 28, 1896]",,
74,33,BLN,"[8, 29, 1896]",,
65,42,CLV,"[8, 29, 1896]",,
27,79,LOU,"[8, 29, 1896]",,
28,80,LOU,"[9, 1, 1896]",,
70,41,CIN,"[9, 2, 1896]",,
35,77,STL,"[9, 2, 1896]",,
70,42,CIN,"[9, 3, 1896]",,
55,59,PHI,"[9, 4, 1896]",,
35,80,STL,"[9, 4, 1896]",,
56,59,PHI,"[9, 5, 1896]",,
80,34,BLN,"[9, 7, 1896]",,
57,59,PHI,"[9, 7, 1896]",,
36,81,STL,"[9, 7, 1896]",,
29,85,LOU,"[9, 7, 1896]",,
82,34,BLN,"[9, 8, 1896]",,
57,60,PHI,"[9, 8, 1896]",,
29,87,LOU,"[9, 8, 1896]",,
83,34,BLN,"[9, 9, 1896]",,
36,84,STL,"[9, 9, 1896]",,
84,34,BLN,"[9, 10, 1896]",,
67,54,BSN,"[9, 10, 1896]",,
51,67,WHS,"[9, 10, 1896]",,
36,85,STL,"[9, 10, 1896]",,
84,35,BLN,"[9, 11, 1896]",,
62,56,PIT,"[9, 11, 1896]",,
31,87,LOU,"[9, 11, 1896]",,
85,35,BLN,"[9, 12, 1896]",,
36,86,STL,"[9, 12, 1896]",,
32,87,LOU,"[9, 12, 1896]",,
36,87,STL,"[9, 13, 1896]",,
85,36,BLN,"[9, 16, 1896]",,
55,68,BRO,"[9, 16, 1896]",,
35,88,LOU,"[9, 17, 1896]",,
87,37,BLN,"[9, 19, 1896]",,
55,70,WHS,"[9, 19, 1896]",,
38,89,STL,"[9, 20, 1896]",,
88,37,BLN,"[9, 21, 1896]",,
76,50,CIN,"[9, 21, 1896]",,
62,64,NYG,"[9, 21, 1896]",,
60,65,PHI,"[9, 21, 1896]",,
56,70,BRO,"[9, 21, 1896]",,
36,91,LOU,"[9, 21, 1896]",,
89,37,BLN,"[9, 22, 1896]",,
78,46,CLV,"[9, 22, 1896]",,
62,65,NYG,"[9, 22, 1896]",,
60,66,PHI,"[9, 22, 1896]",,
57,71,WHS,"[9, 23, 1896]",,
56,72,BRO,"[9, 23, 1896]",,
36,92,LOU,"[9, 23, 1896]",,
89,38,BLN,"[9, 24, 1896]",,
79,47,CLV,"[9, 24, 1896]",,
63,66,NYG,"[9, 24, 1896]",,
61,67,PHI,"[9, 24, 1896]",,
57,72,BRO,"[9, 24, 1896]",,
39,89,STL,"[9, 24, 1896]",,
37,92,LOU,"[9, 24, 1896]",,
90,38,BLN,"[9, 25, 1896]",,
63,67,NYG,"[9, 25, 1896]",,
57,73,BRO,"[9, 25, 1896]",,
39,90,STL,"[9, 25, 1896]",,
38,92,LOU,"[9, 25, 1896]",,
64,67,NYG,"[9, 26, 1896]",,
58,73,BRO,"[9, 26, 1896]",WHS,"[9, 26, 1896]"
40,90,STL,"[9, 26, 1896]",,
38,93,LOU,"[9, 26, 1896]",,
29,9,BLN,"[6, 12, 1897]",,
32,9,BLN,"[6, 16, 1897]",,
33,9,BLN,"[6, 18, 1897]",,
10,40,STL,"[6, 22, 1897]",,
10,41,STL,"[6, 23, 1897]",,
38,14,BSN,"[6, 28, 1897]",,
39,14,BSN,"[6, 29, 1897]",,
20,34,CHC,"[6, 29, 1897]",,
40,14,BSN,"[6, 30, 1897]",,
41,14,BSN,"[7, 1, 1897]",,
11,45,STL,"[7, 1, 1897]",,
44,14,BSN,"[7, 5, 1897]",,
45,14,BSN,"[7, 6, 1897]",,
45,15,BSN,"[7, 8, 1897]",,
13,50,STL,"[7, 10, 1897]",,
13,51,STL,"[7, 11, 1897]",,
13,52,STL,"[7, 12, 1897]",,
13,53,STL,"[7, 13, 1897]",,
46,19,BSN,"[7, 14, 1897]",,
29,39,CHC,"[7, 14, 1897]",,
13,54,STL,"[7, 15, 1897]",,
14,54,STL,"[7, 16, 1897]",,
15,54,STL,"[7, 17, 1897]",,
15,55,STL,"[7, 18, 1897]",,
15,56,STL,"[7, 19, 1897]",,
18,60,STL,"[7, 26, 1897]",,
19,60,STL,"[7, 27, 1897]",,
19,61,STL,"[7, 28, 1897]",,
20,61,STL,"[7, 30, 1897]",,
21,66,STL,"[8, 3, 1897]",,
24,71,STL,"[8, 13, 1897]",,
38,57,BRO,"[8, 18, 1897]",WHS,"[8, 18, 1897]"
25,74,STL,"[8, 20, 1897]",,
26,77,STL,"[8, 25, 1897]",,
47,59,PHI,"[8, 26, 1897]",,
44,59,BRO,"[8, 26, 1897]",,
26,78,STL,"[8, 26, 1897]",,
48,60,LOU,"[8, 28, 1897]",,
45,61,BRO,"[8, 28, 1897]",,
26,80,STL,"[8, 28, 1897]",,
48,61,LOU,"[8, 31, 1897]",PHI,"[8, 31, 1897]"
26,81,STL,"[8, 31, 1897]",,
48,62,LOU,"[9, 1, 1897]",,
26,82,STL,"[9, 1, 1897]",,
27,82,STL,"[9, 2, 1897]",,
27,83,STL,"[9, 3, 1897]",,
75,33,BLN,"[9, 4, 1897]",,
27,84,STL,"[9, 4, 1897]",,
77,33,BLN,"[9, 6, 1897]",,
50,63,BRO,"[9, 6, 1897]",,
27,86,STL,"[9, 6, 1897]",,
48,63,PIT,"[9, 7, 1897]",,
80,35,BSN,"[9, 8, 1897]",,
52,63,CHC,"[9, 8, 1897]",,
50,65,BRO,"[9, 8, 1897]",PHI,"[9, 8, 1897]"
27,87,STL,"[9, 8, 1897]",,
51,65,BRO,"[9, 9, 1897]",PHI,"[9, 9, 1897]"
27,88,STL,"[9, 9, 1897]",,
53,64,CHC,"[9, 10, 1897]",,
27,89,STL,"[9, 10, 1897]",,
83,35,BSN,"[9, 11, 1897]",,
53,65,BRO,"[9, 11, 1897]",,
27,90,STL,"[9, 12, 1897]",,
82,33,BLN,"[9, 13, 1897]",,
27,91,STL,"[9, 13, 1897]",,
83,33,BLN,"[9, 14, 1897]",,
53,67,CHC,"[9, 14, 1897]",,
27,92,STL,"[9, 14, 1897]",,
84,33,BLN,"[9, 15, 1897]",,
85,34,BLN,"[9, 17, 1897]",,
86,36,BSN,"[9, 17, 1897]",,
54,67,PIT,"[9, 17, 1897]",,
27,94,STL,"[9, 17, 1897]",,
86,34,BLN,"[9, 18, 1897]",,
87,36,BSN,"[9, 18, 1897]",,
27,95,STL,"[9, 18, 1897]",,
27,96,STL,"[9, 19, 1897]",,
86,35,BLN,"[9, 20, 1897]",,
87,35,BLN,"[9, 21, 1897]",,
27,98,STL,"[9, 25, 1897]",,
27,100,STL,"[9, 26, 1897]",,
91,38,BSN,"[9, 27, 1897]",,
28,100,STL,"[9, 27, 1897]",,
93,38,BSN,"[9, 30, 1897]",,
74,56,CIN,"[10, 1, 1897]",,
55,77,PHI,"[10, 2, 1897]",,
28,101,STL,"[10, 2, 1897]",,
76,56,CIN,"[10, 3, 1897]",,
29,102,STL,"[10, 3, 1897]",,
40,25,BSN,"[7, 4, 1898]",,
30,42,BRO,"[7, 16, 1898]",,
24,61,STL,"[7, 22, 1898]",,
24,63,STL,"[7, 26, 1898]",,
24,64,STL,"[7, 27, 1898]",,
24,65,STL,"[7, 28, 1898]",,
24,66,STL,"[7, 30, 1898]",,
57,34,CLV,"[8, 4, 1898]",,
32,60,WHS,"[8, 8, 1898]",,
65,35,CIN,"[8, 10, 1898]",,
66,35,CIN,"[8, 12, 1898]",,
54,53,PIT,"[8, 23, 1898]",,
54,54,PIT,"[8, 24, 1898]",,
31,78,STL,"[8, 24, 1898]",,
55,54,PIT,"[8, 25, 1898]",,
55,55,PIT,"[8, 26, 1898]",,
40,69,WHS,"[8, 27, 1898]",,
32,80,STL,"[8, 27, 1898]",,
72,41,CIN,"[8, 28, 1898]",,
40,70,WHS,"[8, 28, 1898]",,
32,82,STL,"[8, 28, 1898]",,
56,58,PIT,"[8, 29, 1898]",,
40,71,WHS,"[8, 29, 1898]",,
56,60,PIT,"[8, 31, 1898]",,
40,72,WHS,"[8, 31, 1898]",,
32,83,STL,"[8, 31, 1898]",,
63,51,NYG,"[9, 2, 1898]",,
58,60,PIT,"[9, 2, 1898]",,
32,85,STL,"[9, 2, 1898]",,
75,43,CIN,"[9, 3, 1898]",,
32,86,STL,"[9, 3, 1898]",,
76,43,CIN,"[9, 4, 1898]",,
60,61,PIT,"[9, 4, 1898]",,
32,88,STL,"[9, 4, 1898]",,
61,62,PIT,"[9, 5, 1898]",,
78,42,BSN,"[9, 9, 1898]",,
59,58,PHI,"[9, 10, 1898]",,
62,62,PIT,"[9, 10, 1898]",,
34,90,STL,"[9, 11, 1898]",,
63,62,PIT,"[9, 12, 1898]",,
80,43,BSN,"[9, 13, 1898]",,
81,43,BSN,"[9, 14, 1898]",,
76,46,BLN,"[9, 14, 1898]",,
46,71,BRO,"[9, 14, 1898]",,
34,91,STL,"[9, 14, 1898]",,
73,52,CLV,"[9, 15, 1898]",,
46,72,BRO,"[9, 15, 1898]",,
74,52,CLV,"[9, 16, 1898]",,
72,60,CHC,"[9, 19, 1898]",,
82,46,BLN,"[9, 20, 1898]",,
81,53,CIN,"[9, 20, 1898]",,
73,60,CHC,"[9, 20, 1898]",,
67,66,PIT,"[9, 20, 1898]",,
83,46,BLN,"[9, 21, 1898]",,
82,53,CIN,"[9, 21, 1898]",,
67,67,PIT,"[9, 21, 1898]",,
58,74,LOU,"[9, 21, 1898]",,
85,46,BLN,"[9, 22, 1898]",,
73,63,CHC,"[9, 22, 1898]",,
67,68,PIT,"[9, 22, 1898]",,
85,47,BLN,"[9, 23, 1898]",,
83,54,CIN,"[9, 23, 1898]",,
74,63,CHC,"[9, 23, 1898]",,
67,62,PHI,"[9, 23, 1898]",,
67,69,PIT,"[9, 23, 1898]",,
44,90,WHS,"[9, 23, 1898]",,
35,97,STL,"[9, 23, 1898]",,
86,47,BLN,"[9, 24, 1898]",,
84,54,CIN,"[9, 25, 1898]",,
67,70,PIT,"[9, 25, 1898]",,
35,98,STL,"[9, 25, 1898]",,
86,48,BLN,"[9, 26, 1898]",,
84,55,CIN,"[9, 26, 1898]",,
72,63,NYG,"[9, 26, 1898]",,
67,64,PHI,"[9, 26, 1898]",,
67,71,PIT,"[9, 26, 1898]",,
62,74,LOU,"[9, 26, 1898]",,
49,78,BRO,"[9, 26, 1898]",,
45,91,WHS,"[9, 26, 1898]",,
35,99,STL,"[9, 26, 1898]",,
87,48,BLN,"[9, 27, 1898]",,
85,55,CIN,"[9, 27, 1898]",,
77,63,CHC,"[9, 27, 1898]",,
72,64,NYG,"[9, 27, 1898]",,
67,72,PIT,"[9, 27, 1898]",,
45,92,WHS,"[9, 27, 1898]",,
35,100,STL,"[9, 27, 1898]",,
92,45,BSN,"[9, 28, 1898]",,
85,56,CIN,"[9, 28, 1898]",,
77,64,CHC,"[9, 28, 1898]",,
93,45,BSN,"[9, 29, 1898]",,
88,48,BLN,"[9, 29, 1898]",,
85,57,CIN,"[9, 29, 1898]",,
72,66,NYG,"[9, 29, 1898]",,
50,80,BRO,"[9, 29, 1898]",,
46,92,WHS,"[9, 29, 1898]",,
94,45,BSN,"[9, 30, 1898]",,
89,48,BLN,"[9, 30, 1898]",,
69,66,PHI,"[9, 30, 1898]",,
95,45,BSN,"[10, 1, 1898]",,
91,48,BLN,"[10, 1, 1898]",,
86,58,CIN,"[10, 1, 1898]",,
72,68,NYG,"[10, 1, 1898]",,
69,67,PHI,"[10, 1, 1898]",,
68,72,PIT,"[10, 1, 1898]",,
50,83,BRO,"[10, 1, 1898]",,
48,92,WHS,"[10, 1, 1898]",,
36,101,STL,"[10, 1, 1898]",,
88,58,CIN,"[10, 2, 1898]",,
51,83,BRO,"[10, 2, 1898]",,
48,93,WHS,"[10, 2, 1898]",,
36,103,STL,"[10, 2, 1898]",,
96,45,BSN,"[10, 3, 1898]",,
91,49,BLN,"[10, 3, 1898]",,
90,58,CIN,"[10, 3, 1898]",,
80,64,CHC,"[10, 3, 1898]",,
73,68,NYG,"[10, 3, 1898]",,
69,68,PHI,"[10, 3, 1898]",,
64,77,LOU,"[10, 3, 1898]",,
51,84,BRO,"[10, 3, 1898]",,
49,93,WHS,"[10, 3, 1898]",,
36,105,STL,"[10, 3, 1898]",,
97,45,BSN,"[10, 4, 1898]",,
91,50,BLN,"[10, 4, 1898]",,
81,65,CHC,"[10, 4, 1898]",,
73,69,NYG,"[10, 4, 1898]",,
70,68,PHI,"[10, 4, 1898]",,
68,73,PIT,"[10, 4, 1898]",,
65,78,LOU,"[10, 4, 1898]",,
37,105,STL,"[10, 4, 1898]",,
69,73,PIT,"[10, 5, 1898]",,
51,85,BRO,"[10, 5, 1898]",,
50,93,WHS,"[10, 5, 1898]",,
37,106,STL,"[10, 5, 1898]",,
98,45,BSN,"[10, 6, 1898]",,
92,50,BLN,"[10, 6, 1898]",,
77,62,CLV,"[10, 6, 1898]",,
71,68,PHI,"[10, 6, 1898]",,
73,70,NYG,"[10, 6, 1898]",,
70,73,PIT,"[10, 6, 1898]",,
65,79,LOU,"[10, 6, 1898]",,
51,86,BRO,"[10, 6, 1898]",,
50,94,WHS,"[10, 6, 1898]",,
38,106,STL,"[10, 6, 1898]",,
99,45,BSN,"[10, 7, 1898]",,
93,50,BLN,"[10, 7, 1898]",,
79,62,CLV,"[10, 7, 1898]",,
73,71,NYG,"[10, 7, 1898]",,
51,87,BRO,"[10, 7, 1898]",,
50,96,WHS,"[10, 7, 1898]",,
38,108,STL,"[10, 7, 1898]",,
79,63,CLV,"[10, 8, 1898]",,
74,68,PHI,"[10, 8, 1898]",,
70,74,PIT,"[10, 8, 1898]",,
66,79,LOU,"[10, 8, 1898]",,
50,97,WHS,"[10, 8, 1898]",,
39,109,STL,"[10, 8, 1898]",,
91,58,CIN,"[10, 9, 1898]",,
