Loss,Win,Team,Date,Img_Link
17,51,Philadelphia Athletics,"7, 3, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
18,52,Philadelphia Athletics,"7, 4, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
18,53,Philadelphia Athletics,"7, 5, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
29,48,Clevelands Naps,"7, 6, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
19,54,Philadelphia Athletics,"7, 7, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
19,55,Philadelphia Athletics,"7, 9, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
52,21,New York Yankees,"7, 9, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
20,55,Philadelphia Athletics,"7, 10, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
30,49,Clevelands Naps,"7, 10, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
52,22,New York Yankees,"7, 10, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
20,56,Philadelphia Athletics,"7, 11, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
20,57,Philadelphia Athletics,"7, 12, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
53,23,New York Yankees,"7, 12, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
22,57,Philadelphia Athletics,"7, 13, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
23,57,Philadelphia Athletics,"7, 14, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
23,58,Philadelphia Athletics,"7, 15, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
25,60,Philadelphia Athletics,"7, 18, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
56,27,New York Yankees,"7, 18, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
26,61,Philadelphia Athletics,"7, 19, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
26,62,Philadelphia Athletics,"7, 20, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
26,63,Philadelphia Athletics,"7, 21, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
27,64,Philadelphia Athletics,"7, 23, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
27,65,Philadelphia Athletics,"7, 25, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
28,65,Philadelphia Athletics,"7, 26, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
47,51,Chicago White Sox,"7, 26, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
28,66,Philadelphia Athletics,"7, 29, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
46,46,Boston Red Sox,"7, 29, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
28,67,Philadelphia Athletics,"7, 30, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
62,30,New York Yankees,"7, 30, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
29,67,Philadelphia Athletics,"7, 31, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
38,61,Clevelands Naps,"8, 1, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
30,68,Philadelphia Athletics,"8, 2, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
30,69,Philadelphia Athletics,"8, 4, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
31,69,Philadelphia Athletics,"8, 5, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
65,42,St. Louis Browns,"8, 5, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
31,70,Philadelphia Athletics,"8, 6, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
31,71,Philadelphia Athletics,"8, 7, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
67,42,St. Louis Browns,"8, 7, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
32,71,Philadelphia Athletics,"8, 8, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
66,34,New York Yankees,"8, 9, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
34,72,Philadelphia Athletics,"8, 12, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
69,44,St. Louis Browns,"8, 12, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
35,72,Philadelphia Athletics,"8, 14, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
70,44,St. Louis Browns,"8, 14, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
67,36,New York Yankees,"8, 14, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
35,73,Philadelphia Athletics,"8, 15, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
71,44,St. Louis Browns,"8, 15, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
68,36,New York Yankees,"8, 15, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
36,73,Philadelphia Athletics,"8, 16, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
72,44,St. Louis Browns,"8, 16, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
37,73,Philadelphia Athletics,"8, 17, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
72,45,St. Louis Browns,"8, 17, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
69,37,New York Yankees,"8, 17, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
38,73,Philadelphia Athletics,"8, 18, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
65,49,Detroit Tigers,"8, 18, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
73,45,St. Louis Browns,"8, 18, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
69,38,New York Yankees,"8, 18, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
38,74,Philadelphia Athletics,"8, 19, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
38,75,Philadelphia Athletics,"8, 20, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
73,47,St. Louis Browns,"8, 20, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
38,76,Philadelphia Athletics,"8, 21, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
38,77,Philadelphia Athletics,"8, 22, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
74,48,St. Louis Browns,"8, 22, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
72,39,New York Yankees,"8, 22, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
39,77,Philadelphia Athletics,"8, 23, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
39,78,Philadelphia Athletics,"8, 24, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
39,79,Philadelphia Athletics,"8, 25, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
59,57,Boston Red Sox,"8, 25, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
39,80,Philadelphia Athletics,"8, 26, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
76,40,New York Yankees,"8, 26, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
39,81,Philadelphia Athletics,"8, 28, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
77,40,New York Yankees,"8, 28, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
41,81,Philadelphia Athletics,"8, 30, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
71,53,Detroit Tigers,"8, 30, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
77,42,New York Yankees,"8, 30, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
81,48,St. Louis Browns,"8, 31, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
41,83,Philadelphia Athletics,"9, 1, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
63,65,Chicago White Sox,"9, 1, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
83,48,St. Louis Browns,"9, 1, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
79,42,New York Yankees,"9, 1, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
42,83,Philadelphia Athletics,"9, 2, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
80,42,New York Yankees,"9, 2, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
42,84,Philadelphia Athletics,"9, 3, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
80,43,New York Yankees,"9, 3, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
83,49,St. Louis Browns,"9, 4, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
45,84,Philadelphia Athletics,"9, 5, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
72,57,Detroit Tigers,"9, 5, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
84,49,St. Louis Browns,"9, 5, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
84,50,St. Louis Browns,"9, 6, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
84,51,St. Louis Browns,"9, 7, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
85,51,St. Louis Browns,"9, 9, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
47,85,Philadelphia Athletics,"9, 10, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
66,70,Chicago White Sox,"9, 10, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
47,86,Philadelphia Athletics,"9, 11, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
56,80,Clevelands Naps,"9, 11, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
47,87,Philadelphia Athletics,"9, 12, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
57,80,Clevelands Naps,"9, 12, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
48,87,Philadelphia Athletics,"9, 13, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
68,71,Chicago White Sox,"9, 13, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
88,52,St. Louis Browns,"9, 13, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
85,49,New York Yankees,"9, 15, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
86,49,New York Yankees,"9, 16, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
90,52,St. Louis Browns,"9, 16, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
48,90,Philadelphia Athletics,"9, 17, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
91,52,St. Louis Browns,"9, 17, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
49,90,Philadelphia Athletics,"9, 18, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
71,73,Chicago White Sox,"9, 18, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
79,62,Detroit Tigers,"9, 18, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
87,51,New York Yankees,"9, 18, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
80,62,Detroit Tigers,"9, 19, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
49,91,Philadelphia Athletics,"9, 20, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
49,93,Philadelphia Athletics,"9, 22, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
92,54,St. Louis Browns,"9, 22, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
49,94,Philadelphia Athletics,"9, 23, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
88,53,New York Yankees,"9, 23, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
92,55,St. Louis Browns,"9, 23, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
49,95,Philadelphia Athletics,"9, 24, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
67,73,Boston Red Sox,"9, 24, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
50,95,Philadelphia Athletics,"9, 25, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
51,95,Philadelphia Athletics,"9, 26, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
72,75,Chicago White Sox,"9, 26, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
93,55,St. Louis Browns,"9, 26, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
67,76,Boston Red Sox,"9, 27, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
94,55,St. Louis Browns,"9, 27, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
72,77,Chicago White Sox,"9, 28, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
94,56,St. Louis Browns,"9, 28, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
53,95,Philadelphia Athletics,"9, 29, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
91,55,New York Yankees,"9, 29, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
54,95,Philadelphia Athletics,"9, 30, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
69,78,Boston Red Sox,"9, 30, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
55,95,Philadelphia Athletics,"10, 1, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
86,64,Detroit Tigers,"10, 1, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
56,96,Philadelphia Athletics,"10, 3, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
70,79,Boston Red Sox,"10, 3, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
57,96,Philadelphia Athletics,"10, 4, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
94,57,New York Yankees,"10, 4, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
95,56,St. Louis Browns,"10, 4, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
66,86,Clevelands Naps,"10, 5, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
87,66,Detroit Tigers,"10, 5, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
96,57,St. Louis Browns,"10, 5, 1913",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
33,15,Clevelands Naps,"6, 11, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
34,15,Clevelands Naps,"6, 12, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
35,15,Clevelands Naps,"6, 13, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
35,17,Clevelands Naps,"6, 15, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
27,36,Detroit Tigers,"6, 23, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
30,35,Washington Senators,"6, 30, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
37,39,Boston Red Sox,"7, 8, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
51,26,Clevelands Naps,"7, 13, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
53,28,Clevelands Naps,"7, 17, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
52,37,New York Yankees,"7, 28, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
33,57,Philadelphia Athletics,"7, 29, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
63,30,Clevelands Naps,"7, 29, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
52,41,New York Yankees,"7, 30, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
49,47,Chicago White Sox,"8, 1, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
33,61,Philadelphia Athletics,"8, 2, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
34,62,Philadelphia Athletics,"8, 4, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
34,64,Philadelphia Athletics,"8, 7, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
34,65,Philadelphia Athletics,"8, 8, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
34,66,Philadelphia Athletics,"8, 9, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
34,67,Philadelphia Athletics,"8, 10, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
73,33,Clevelands Naps,"8, 10, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
34,68,Philadelphia Athletics,"8, 13, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
75,35,Clevelands Naps,"8, 13, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
35,68,Philadelphia Athletics,"8, 14, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
76,35,Clevelands Naps,"8, 14, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
35,69,Philadelphia Athletics,"8, 15, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
35,70,Philadelphia Athletics,"8, 17, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
36,71,Philadelphia Athletics,"8, 18, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
61,49,New York Yankees,"8, 18, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
36,72,Philadelphia Athletics,"8, 19, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
51,59,Washington Senators,"8, 20, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
37,74,Philadelphia Athletics,"8, 22, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
80,38,Clevelands Naps,"8, 22, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
37,76,Philadelphia Athletics,"8, 24, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
37,78,Philadelphia Athletics,"8, 25, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
61,56,Chicago White Sox,"8, 25, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
37,79,Philadelphia Athletics,"8, 26, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
37,80,Philadelphia Athletics,"8, 27, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
38,80,Philadelphia Athletics,"8, 28, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
63,57,Chicago White Sox,"8, 28, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
38,81,Philadelphia Athletics,"8, 29, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
63,58,Chicago White Sox,"8, 29, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
38,82,Philadelphia Athletics,"8, 31, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
84,39,Clevelands Naps,"8, 31, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
38,83,Philadelphia Athletics,"9, 1, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
40,83,Philadelphia Athletics,"9, 3, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
61,64,Detroit Tigers,"9, 4, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
58,63,Washington Senators,"9, 5, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
63,68,Detroit Tigers,"9, 11, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
63,69,Detroit Tigers,"9, 12, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
68,63,Chicago White Sox,"9, 12, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
69,63,Chicago White Sox,"9, 13, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
63,71,Detroit Tigers,"9, 14, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
62,68,Washington Senators,"9, 14, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
63,72,Detroit Tigers,"9, 15, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
